EDGES=66626, ITERATIONS=5,DATE=2018-03-16 14:27Number of edges,,
26126,19884.8,51.36302172,3.56E-05,1.83E-05
26026,19849.2,55.33317269,4.14E-05,2.39E-05
25926,19808.8,56.05497302,4.28E-05,2.38E-05
25826,19764.8,54.34482496,4.28E-05,2.38E-05
25726,19722.6,55.43500699,4.28E-05,2.38E-05
25626,19684.8,66.82035618,4.28E-05,2.38E-05
25526,19647.6,66.39759032,4.28E-05,2.38E-05
25426,19603,62.06126006,4.31E-05,2.35E-05
25326,19565,63.61446376,4.31E-05,2.35E-05
25226,19517.8,63.47093823,4.31E-05,2.35E-05
25126,19476.4,63.00349197,4.31E-05,2.35E-05
25026,19433.2,67.85101326,4.31E-05,2.35E-05
24926,19392.6,63.30118482,4.31E-05,2.35E-05
24826,19348.4,59.04439008,4.31E-05,2.35E-05
24726,19300.2,62.82483585,4.31E-05,2.35E-05
24626,19249.8,60.83551594,4.37E-05,2.28E-05
24526,19194.2,71.47139288,3.08E-05,2.55E-05
24426,19147.6,69.4970503,3.11E-05,2.60E-05
24326,19095.6,72.52751202,3.11E-05,2.60E-05
24226,19037.2,74.58793468,3.11E-05,2.60E-05
24126,18979.2,77.31597506,3.11E-05,2.60E-05
24026,18932.8,71.26120964,3.11E-05,2.60E-05
23926,18886.8,70.79661009,3.17E-05,2.63E-05
23826,18835.6,74.08265654,3.17E-05,2.63E-05
23726,18782.6,73.79322462,3.17E-05,2.63E-05
23626,18722.8,71.22752277,3.17E-05,2.63E-05
23526,18678.4,69.40201726,3.17E-05,2.63E-05
23426,18629.6,60.53296623,3.18E-05,2.64E-05
23326,18575,61.2111101,3.18E-05,2.64E-05
23226,18513.6,68.21905892,3.18E-05,2.64E-05
23126,18452.6,58.09509446,3.18E-05,2.64E-05
23026,18388.2,55.13039089,3.32E-05,2.73E-05
22926,18333.6,50.44045995,3.32E-05,2.73E-05
22826,18267.2,46.05822402,3.32E-05,2.73E-05
22726,18208.6,39.49987342,3.32E-05,2.73E-05
22626,18157.6,43.98454274,3.32E-05,2.73E-05
22526,18101,47.57730551,3.32E-05,2.73E-05
22426,18042.2,48.50319577,3.32E-05,2.73E-05
22326,17985.6,37.27519282,3.32E-05,2.73E-05
22226,17924.8,48.41239511,3.32E-05,2.73E-05
22126,17867.4,40.66251345,3.32E-05,2.73E-05
22026,17798.4,51.82894944,3.38E-05,2.82E-05
21926,17732,58.39178024,3.38E-05,2.82E-05
21826,17656,60.95900262,3.38E-05,2.82E-05
21726,17588.8,55.8404871,3.39E-05,2.83E-05
21626,17515.4,61.59740254,3.39E-05,2.83E-05
21526,17444.2,53.05619662,3.42E-05,2.85E-05
21426,17376.2,63.37002446,3.42E-05,2.85E-05
21326,17304,51.69139193,3.53E-05,4.09E-05
21226,17218.2,51.32796509,3.53E-05,4.09E-05
21126,17133.8,58.28687674,3.53E-05,4.09E-05
21026,17056.8,60.53560936,3.53E-05,4.09E-05
20926,16982.8,53.5888048,3.53E-05,4.09E-05
20826,16910.4,47.35229667,3.53E-05,4.09E-05
20726,16817,41.19708728,3.55E-05,4.10E-05
20626,16731.8,34.25434279,3.55E-05,4.10E-05
20526,16662.8,44.59327304,3.55E-05,4.10E-05
20426,16572,42.65676969,3.55E-05,4.10E-05
20326,16483.4,51.66275254,3.55E-05,4.10E-05
20226,16393.2,51.33965329,2.46E-05,2.49E-05
20126,16311.2,60.31052976,2.46E-05,2.49E-05
20026,16226.2,68.97651774,3.03E-05,3.35E-05
19926,16130.2,59.06741911,3.09E-05,3.32E-05
19826,16039.6,74.48382375,3.09E-05,3.32E-05
19726,15956,75.63861448,3.09E-05,3.32E-05
19626,15866.2,81.80073349,3.11E-05,3.33E-05
19526,15778.4,84.85894178,2.68E-05,2.68E-05
19426,15686.4,81.9282613,2.71E-05,2.67E-05
19326,15594.2,84.64136105,2.71E-05,2.67E-05
19226,15495,82.38689216,2.71E-05,2.67E-05
19126,15390.2,90.95801229,2.34E-05,2.88E-05
19026,15279.4,88.45247311,2.34E-05,2.88E-05
18926,15183.6,92.87970715,2.34E-05,2.88E-05
18826,15068.2,108.4977419,2.34E-05,2.88E-05
18726,14938.8,97.90076609,2.34E-05,2.88E-05
18626,14843.8,105.0512256,2.34E-05,2.88E-05
18526,14734.2,104.9483683,2.37E-05,2.91E-05
18426,14624.6,101.1782585,2.37E-05,2.91E-05
18326,14506.8,92.55571295,2.37E-05,2.91E-05
18226,14387.4,92.65333237,2.37E-05,2.91E-05
18126,14289.4,74.65011721,2.37E-05,2.91E-05
18026,14182.6,76.60965997,2.37E-05,2.91E-05
17926,14055,73.07256667,2.37E-05,2.91E-05
17826,13942.4,48.93505901,2.37E-05,2.91E-05
17726,13820.6,46.15885614,2.37E-05,2.91E-05
17626,13701.6,44.49089795,2.37E-05,2.91E-05
17526,13573.4,36.78912883,2.37E-05,2.91E-05
17426,13459.2,24.07820591,2.37E-05,2.91E-05
17326,13323.4,18.54292318,2.37E-05,2.91E-05
17226,13205.8,34.48709904,2.37E-05,2.91E-05
17126,13067.8,55.0178153,2.37E-05,2.91E-05
17026,12923.2,71.68095981,2.37E-05,2.91E-05
16926,12787.2,68.88076655,2.37E-05,2.91E-05
16826,12640.2,62.52807369,2.37E-05,2.91E-05
16726,12493.6,73.51081553,2.51E-05,3.12E-05
16626,12331,62.85538959,2.51E-05,3.12E-05
16526,12180.4,83.75344769,2.51E-05,3.12E-05
16426,12042,97.1864188,2.51E-05,3.12E-05
16326,11882.8,91.65020458,2.51E-05,3.12E-05
16226,11729.6,70.13871969,2.51E-05,3.12E-05
16126,11547.2,67.84216978,2.51E-05,3.12E-05
16026,11378.8,95.13022653,1.08E-05,2.17E-05
15926,11213.4,77.8501124,1.08E-05,2.17E-05
15826,11062,90.60905032,1.08E-05,2.17E-05
15726,10884,87.14585475,1.08E-05,2.17E-05
15626,10652.8,99.94678584,1.23E-05,2.45E-05
15526,10480.4,100.2089816,1.23E-05,2.45E-05
15426,10301.8,115.262136,1.23E-05,2.45E-05
15326,10114.6,111.9153251,0,0
15226,9925,136.2732549,0,0
15126,9743.6,109.9701778,0,0
15026,9527.6,142.8042016,0,0
14926,9358,163.9097313,0,0
14826,9179,173.6525266,0,0
14726,8977.6,192.5799574,0,0
14626,8751.8,204.6474041,0,0
14526,8512.2,240.1777675,0,0
14426,8273.4,267.4386659,0,0
14326,8079.8,272.2163845,0,0
14226,7860.2,309.8356984,0,0
14126,7595.6,332.3760521,0,0
14026,7301.4,313.4751027,0,0
13926,7088.8,306.3144789,0,0
13826,6862.8,277.7390142,0,0
13726,6602.4,342.7323154,0,0
13626,6400,327.7468535,0,0
13526,6136.6,349.3975386,0,0
13426,5755.6,299.040198,0,0
13326,5552.8,320.8453833,0,0
13226,5287.2,370.9541212,0,0
13126,4911.8,395.9229218,0,0
13026,4610,433.8949182,0,0
12926,4235.6,515.5892163,0,0
12826,3909.6,501.8001993,0,0
12726,3519,618.1012862,0,0
12626,2711.6,1065.313588,0,0
12526,2342,1025.576326,0,0
12426,2186.8,1117.005533,0,0
12326,2055.8,1040.334254,0,0
12226,1608.6,876.4529879,0,0
12126,1298.8,614.8357179,0,0
12026,1093.8,602.7349003,0,0
11926,936.6,586.6956963,0,0
11826,813.2,504.357175,0,0
11726,669.6,363.3635095,0,0
11626,540.8,303.4491061,0,0
11526,422.4,177.3534324,0,0
11426,405.8,172.0597571,0,0
11326,373.8,184.3609503,0,0
11226,344.6,163.2232827,0,0
11126,330.8,153.9446654,0,0
11026,306.4,134.0188047,0,0
10926,271.2,108.2060996,0,0
10826,238.6,82.04047781,0,0
10726,219,77.63504363,0,0
10626,193.4,64.18909565,0,0
10526,177.4,62.88274803,0,0
10426,165.6,66.09871406,0,0
10326,163.2,63.84794437,0,0
10226,139.8,53.42059528,0,0
10126,136.8,50.28478895,0,0
10026,133.2,48.9301543,0,0
9926,126.2,46.24889188,0,0
9826,124,44.96220635,0,0
9726,109.6,26.68032983,0,0
9626,105,30.95157508,0,0
9526,87.8,27.16173779,0,0
9426,74.4,16.30460058,0,0
9326,73,16.32176461,0,0
9226,70.8,15.17102501,0,0
9126,69.4,14.84048517,0,0
9026,66.2,15.71496102,0,0
8926,63.4,14.1788575,0,0
8826,63.4,14.1788575,0,0
8726,57.4,13.70547336,0,0
8626,53.2,8.423775875,0,0
8526,52,10.75174404,0,0
8426,49.8,10.74057727,0,0
8326,49.6,10.59433811,0,0
8226,47.6,11.60344776,0,0
8126,47.4,11.51694404,0,0
8026,47,11.09954954,0,0
7926,45,9.879271228,0,0
7826,44.2,10.32279032,0,0
7726,38.2,8.749857142,0,0
7626,37.6,9.49947367,0,0
7526,37.2,9.389355675,0,0
7426,33,8.318653737,0,0
7326,32.2,8.133879763,0,0
7226,30,8.049844719,0,0
7126,29,8.876936408,0,0
7026,28.8,9.042123644,0,0
6926,27.8,7.573638492,0,0
6826,27.4,7.499333304,0,0
6726,27,7.874007874,0,0
6626,25.6,7.863841301,0,0
6526,24.2,7.93473377,0,0
6426,24.2,7.93473377,0,0
6326,23.6,6.740919819,0,0
6226,20.4,1.019803903,0,0
6126,19.6,0.489897949,0,0
6026,19,1.095445115,0,0
5926,19,1.095445115,0,0
5826,18.4,1.496662955,0,0
5726,18.4,1.496662955,0,0
5626,18.2,1.326649916,0,0
5526,18,1.095445115,0,0
5426,17.6,1.854723699,0,0
5326,17.4,1.743559577,0,0
5226,17.2,1.6,0,0
5126,16.4,1.496662955,0,0
5026,15.8,1.6,0,0
4926,15.4,1.356465997,0,0
4826,14.6,1.854723699,0,0
4726,14,1.414213562,0,0
4626,14,1.414213562,0,0
4526,13.6,1.854723699,0,0
4426,12.4,1.496662955,0,0
4326,12.2,1.720465053,0,0
4226,12.2,1.720465053,0,0
4126,11.8,1.326649916,0,0
4026,11.6,1.356465997,0,0
3926,11.4,1.496662955,0,0
3826,11.2,1.6,0,0
3726,11,1.788854382,0,0
3626,10.6,1.743559577,0,0
3526,10,1.897366596,0,0
3426,10,1.897366596,0,0
3326,9.8,1.833030278,0,0
3226,9.4,2.059126028,0,0
3126,9,2.28035085,0,0
3026,8.4,1.854723699,0,0
2926,8.4,1.854723699,0,0
2826,8.2,1.939071943,0,0
2726,8.2,1.939071943,0,0
2626,8,2.097617696,0,0
2526,7.8,2.13541565,0,0
2426,7,0.632455532,0,0
2326,6.8,0.748331477,0,0
2226,6.6,0.489897949,0,0
2126,6.6,0.489897949,0,0
2026,6,0.632455532,0,0
1926,5.8,0.748331477,0,0
1826,5.8,0.748331477,0,0
1726,5.8,0.748331477,0,0
1626,5.6,0.489897949,0,0
1526,5.4,0.489897949,0,0
1426,5.4,0.489897949,0,0
1326,5.2,0.748331477,0,0
1226,4.8,0.979795897,0,0
1126,4.6,0.8,0,0
1026,4.6,0.8,0,0
926,4.6,0.8,0,0
826,4.6,0.8,0,0
726,4.4,0.8,0,0
626,4.2,0.979795897,0,0
526,4.2,0.979795897,0,0
426,3.4,0.489897949,0,0
326,3.2,0.4,0,0
226,3.2,0.4,0,0
126,2.2,0.4,0,0
26,2,0,0,0
