MESSAGES=66626, DATE=2018-04-20 05:20, STEPSIZE=random, ORDER=50, ITERATIONS=20
Number of edges,Largest component size,LCS Standard Deviation, Average Clustering Coefficient, ACC standard deviation
16250,439.15,1429.5191245660199,0.0009714426668741843,0.0022958241732643275
16300,440.85,1436.320342924934,0.0009796349504554232,0.002297595248874793
16350,442.65,1442.8260558709078,0.0009879171286598103,0.0023047539653378597
16400,445.6,1449.885147175458,0.0009908100654944466,0.0023166573837654493
16450,447.5,1455.6437579298033,0.0009968568507669417,0.002341561670151488
16500,449.4,1462.8668223731102,0.0009967843443899388,0.0023421570251797637
16550,452.5,1474.4920650854654,0.0009948202316803995,0.0023351069886284833
16600,456.5,1481.2536075905437,0.0009973722473970588,0.002335060814527481
16650,458.0,1486.3451483420665,0.001005333608901761,0.0023474838631626373
16700,458.75,1488.4350128574645,0.0010083518496718043,0.0023632060587075988
16750,463.0,1494.7120123956988,0.0010082144635496343,0.002367202867764576
16800,464.35,1499.350668622921,0.0010133604455157658,0.002389594552807006
16850,467.8,1510.5302247886336,0.0010118390214221072,0.002389765708249677
16900,469.15,1514.5058030592024,0.0010134546456869022,0.0024026592119758424
16950,470.2,1518.4291093100132,0.0010176372898507398,0.0024100579847778723
17000,478.35,1530.1099070001474,0.0010274797488298035,0.0024182334482880444
17050,480.95,1534.2232391343837,0.0010345118330489127,0.002424757280836918
17100,484.9,1549.9447699837565,0.001040661519592684,0.0024285308656349374
17150,485.9,1553.159035643163,0.0010398420302922577,0.0024311449849853586
17200,488.9,1557.9643416972033,0.001046432400940587,0.0024508181009966937
17250,489.5,1559.8276347083995,0.0010475598021577473,0.002455904462138629
17300,490.55,1563.8609744795092,0.0010474526162696837,0.0024528651732409687
17350,492.45,1567.1119447888846,0.0010512994276904394,0.0024607641273833736
17400,494.6,1573.26861660684,0.0010541906446780833,0.002463055763409871
17450,501.15,1587.8262900896937,0.0010560088997108143,0.0024706587151230195
17500,502.1,1590.3961110364928,0.0010672236779797899,0.0025064961881802296
17550,504.2,1593.9837075704381,0.0010792907590437082,0.002560813846855716
17600,506.55,1601.9992657613798,0.0010907243374331762,0.0025988443190724207
17650,507.8,1605.1812857119908,0.0011023390928075487,0.0026182547391244864
17700,511.05,1611.4315832513648,0.00110053271971976,0.002617645274212475
17750,512.8,1617.0223436922572,0.0011007464314653575,0.0026185288708632606
17800,516.4,1625.9412474010246,0.0011050226234445757,0.002619874782592083
17850,519.55,1632.849762684859,0.0011030992177341976,0.002612391972901788
17900,525.6,1637.8763201169984,0.0011113658224275419,0.002636034334373833
17950,527.25,1639.6267829905682,0.0011193655740800547,0.0026583886811295332
18000,529.5,1647.3093971686071,0.0011221455228977877,0.0026698911867987516
18050,531.4,1654.7179941005054,0.001124984836089298,0.002674429669848857
18100,538.3,1665.3635969361164,0.001137347119993726,0.0026926610845327704
18150,539.8,1670.3582130788593,0.0011396035829699701,0.0026928541542803807
18200,541.2,1673.6043618490005,0.001152552026753155,0.002709896054482386
18250,545.0,1684.415269462967,0.0011519756526513919,0.002707524484609144
18300,547.1,1690.9902099066096,0.0011556562438255716,0.0027008448881054524
18350,549.3,1697.8917839485532,0.0011656723243237857,0.002734448715162477
18400,555.1,1705.6134937318009,0.0011824052341103094,0.002755534776290775
18450,557.25,1712.1161431106243,0.0011797530343410812,0.002745148858080173
18500,558.9,1716.9968811852862,0.0011812082383950199,0.0027514083015747638
18550,561.35,1723.6633451750372,0.0011837015420936578,0.002749045373158734
18600,563.2,1730.6699454257591,0.001183462779887038,0.00274806205436467
18650,568.95,1742.8073179499793,0.0011875362950496784,0.0027529570067388355
18700,571.8,1748.288666096077,0.00119240165742022,0.0027535609907664463
18750,574.25,1753.9482567909465,0.0011994338464605795,0.002772572217133338
18800,576.25,1758.5268230823208,0.0012086772560789426,0.002810653047507458
18850,579.75,1771.4477377275346,0.0012154854518026646,0.0028284022282567297
18900,581.2,1776.4205189087409,0.0012154854518026646,0.0028284022282567297
18950,582.85,1780.6289415540791,0.0012202464745795876,0.002834058463919287
19000,583.85,1783.9396927867265,0.0012247575502139323,0.0028386306630605483
19050,586.7,1790.0101424293662,0.0012330705789150615,0.0028488106606874507
19100,588.35,1795.325521319184,0.0012428112703962214,0.002866350446784391
19150,596.0,1798.1691800272854,0.0012489020551457513,0.0028572803490613786
19200,596.9,1800.984616813814,0.001254397758532874,0.002863903998788275
19250,598.95,1805.6755930952825,0.001258080045832019,0.0028693969115093886
19300,600.5,1810.1222748753742,0.0012584509652163762,0.00287091868698049
19350,601.6,1813.6371026200363,0.0012572501282648715,0.002880896881722799
