EDGES=66626.0, ITERATIONS=20,DATE=2018-03-13 03:08
Number of edges,Largest component size,LCS uncertainty,Average Clustering Coefficient,ACC uncertainty
57526,22014.85,25.79975775190962,0.0014728683938124104,0.00014563963620627793
57426,22002.55,25.683603718686797,0.0014704092831484637,0.00014482094532535333
57326,21990.15,24.767468581789544,0.0014668983693227778,0.00014134900150550875
57226,21977.1,25.48116951949149,0.001457558391595271,0.00014030728653371486
57126,21965.1,25.173200036094347,0.001457084635988419,0.00014011540425472896
57026,21951.05,26.073885403334618,0.001452087979441948,0.00013892820299037174
56926,21938.35,26.913333128858348,0.0014424020283703618,0.000139842694341071
56826,21925.25,25.90342641450974,0.0014411659332767119,0.00014120840762030042
56726,21913.0,25.392912397200934,0.0014364218373224178,0.00014063500836826012
56626,21899.35,23.19973060234661,0.0014293108107653054,0.0001433732881404611
56526,21885.5,23.53826671639016,0.0014259719003888308,0.00014126113105657038
56426,21873.25,23.54968152600281,0.0014181427337489065,0.000143741480662631
56326,21860.45,24.912797915500025,0.0014123349258755031,0.0001465243204807312
56226,21847.4,24.92468655670382,0.0014075825051115788,0.0001356472406173795
56126,21835.35,24.833998874145546,0.0014030952136406022,0.0001338663524782956
56026,21821.35,24.27606846351566,0.0013983771750792399,0.00013553250438388105
55926,21808.15,24.767468581789544,0.001392214021845007,0.00014003923129437103
55826,21794.3,25.01419597025151,0.0013846317899739702,0.00014155803321861367
55726,21781.1,25.05773333932868,0.0013784575497219954,0.00013997624403911145
55626,21768.6,23.629219201932663,0.0013729187927093798,0.00014024999873111436
55526,21755.45,23.52759018587965,0.0013702493396409755,0.00013884179892602663
55426,21742.6,23.401709340244775,0.0013623312877501113,0.00014039707556652583
55326,21730.45,24.78805155575683,0.001358483948279424,0.00014368355134954176
55226,21715.35,25.56809535497438,0.0013519654929134233,0.00014484399333858095
55126,21702.15,25.925421885439224,0.0013465908472909956,0.00014478639432112896
55026,21688.25,26.248571389923697,0.0013438335922078657,0.00014663484497201535
54926,21674.1,25.30395226206891,0.0013363247569045272,0.00015158254272370955
54826,21661.45,26.87652321202691,0.0013343402117374811,0.00014878012744870913
54726,21648.25,26.559132139211158,0.0013352332815722756,0.00014992358121144412
54626,21634.2,27.104612153038115,0.0013286878372247364,0.00015441731178374114
54526,21620.85,27.388455598248335,0.0013253558761886128,0.0001563726610886453
54426,21606.1,27.38229355041433,0.0013278017602742994,0.00015906858268598378
54326,21592.8,26.671332925339616,0.0013223423220542184,0.00015483881729289945
54226,21580.1,26.966460651283484,0.0013218788988045714,0.00015476593896332377
54126,21567.4,25.714587298845224,0.0013234264187757853,0.0001531081068851118
54026,21554.45,26.32959361635466,0.0013121610089106566,0.00015482320928500096
53926,21540.2,27.17462051213489,0.0013110584051452827,0.00015330774242305306
53826,21526.5,27.90250884798571,0.0013079195938326428,0.00015470694250877413
53726,21512.55,28.728861794826226,0.0013061494550564896,0.00015322344698286039
53626,21498.1,29.871223611051786,0.001305969292138293,0.00015352395143659496
53526,21482.95,29.587962078028603,0.0013025611289221033,0.00016314529271297868
53426,21468.6,31.188780034960352,0.001299235176377842,0.00016225487499151584
53326,21455.1,31.61154852393445,0.0012960957585787989,0.00015754480666697887
53226,21441.95,32.95675196342234,0.0012929957803733518,0.0001580081981128126
53126,21427.75,32.55591344115657,0.001278317844373298,0.00015986020544601814
53026,21411.75,32.718305274141585,0.0012742623124778756,0.00015955677726198342
52926,21397.45,33.23172430023187,0.0012701214108820343,0.00015743165684650173
52826,21382.6,35.280873006051614,0.001265817857902616,0.00015715054402500614
52726,21366.9,35.988748240776744,0.0012667322512592448,0.0001549171414694766
52626,21353.0,36.36344318146895,0.0012606129101852784,0.00016172557137172761
52526,21339.15,36.75496564942385,0.0012478442243487845,0.00015957643761405746
52426,21325.8,38.04549907726467,0.0012448690020057812,0.00016205996081531
52326,21311.75,36.5785114515602,0.001243436532548409,0.00016183322256783274
52226,21297.1,36.49917807372134,0.0012400050762702065,0.00016210574426389805
52126,21283.5,37.18669116799506,0.001232794942163113,0.00016172807478493704
52026,21269.05,38.04927725992156,0.0012287570891021766,0.00016269661400669774
51926,21254.5,36.36688053726798,0.0012258134491202753,0.00016489432611619748
51826,21238.95,37.790838836661756,0.0012228398392590853,0.00016483861224998584
51726,21225.2,37.440085469860556,0.0012180339346426555,0.00016326414053053273
51626,21212.1,36.508766071250605,0.0012173635396053816,0.00016965576515019006
51526,21197.95,35.26255095609021,0.0012126934259580684,0.00017084109006781987
51426,21182.0,34.88696031504954,0.001211449964693971,0.00017099168130687577
51326,21167.9,33.7385536130737,0.0012062936122495826,0.0001693707491372898
51226,21154.0,33.21897048374618,0.0012050416949700021,0.00016978806161108031
51126,21138.05,32.98253325665308,0.0012009726405140294,0.00016824233848859648
51026,21124.05,32.77266391391315,0.0011978226711454492,0.00017141054009822186
50926,21109.75,32.3432759623412,0.0011986113199851454,0.0001736796146691846
50826,21096.25,32.592752262180035,0.001196186383708834,0.00017308351279368526
50726,21080.7,31.074265880536988,0.0011924960687405427,0.0001721999479819924
50626,21065.55,30.575275959935766,0.0011917915216888388,0.0001740303602648016
50526,21049.95,30.683016473789838,0.0011913738353294115,0.0001727885964603438
50426,21034.75,29.979784856196716,0.001189991032402201,0.0001728288185249211
50326,21019.4,30.060605448428518,0.0011843646522983866,0.00017064330711075086
50226,21003.6,30.429262233206057,0.001182185181880753,0.00017185670932375096
50126,20987.35,30.060397536579927,0.0011798846758685698,0.00017478723012925762
50026,20972.35,30.45369435830637,0.001172283915210012,0.00016779960107028631
49926,20955.85,31.146869827596166,0.0011709861851393094,0.0001666471778432386
49826,20941.0,30.80097401037959,0.0011688029740284608,0.00016617098702400971
49726,20925.75,32.74122019735857,0.0011595522951551847,0.00016861361819152748
49626,20909.75,32.90877542559007,0.0011536380252645114,0.0001668341397624631
49526,20893.55,31.93035389741719,0.0011523599435464102,0.00016604971699990005
49426,20879.4,32.572073927492106,0.0011472224214149522,0.000168289572467294
49326,20863.85,31.713207029265618,0.0011472672014577769,0.00016956509707507128
49226,20848.0,32.76430985081175,0.0011349710760370376,0.00016887080259245284
49126,20832.65,34.1808060172035,0.0011314830052174658,0.00016710734326237103
49026,20817.1,35.00699930027618,0.00112952770286689,0.0001625169344958217
48926,20799.2,37.27009524998265,0.001126951716549089,0.00015879311765011159
48826,20782.6,38.84378972362227,0.0011222728234754728,0.00016277654709660335
48726,20766.95,38.66455094774105,0.0011220829583231313,0.0001625459386438959
48626,20751.5,37.87545379281839,0.0011187626336070866,0.00016444042964240124
48526,20736.25,38.49269411200001,0.0011167054229756401,0.0001636369483625913
48426,20719.35,39.594538765105696,0.0011091493926026035,0.00015809985802798298
48326,20702.25,41.23696763841785,0.0011044447427700779,0.00015813917080660227
48226,20687.25,41.00594469112888,0.0010998235256608495,0.0001586783735323737
48126,20670.95,41.06637919260064,0.0010968056037725768,0.00015900232847536
48026,20655.35,41.32707950084474,0.0010950168584461697,0.00015625989370040904
47926,20639.25,42.12941371521896,0.0010904477822587424,0.00015384129062929328
47826,20623.9,42.52752050112696,0.0010851339687958433,0.00015421773952146024
47726,20607.85,44.45815448298972,0.0010848217523522906,0.00015476814221714315
47626,20590.45,43.35836136122834,0.0010851132184533626,0.00015660987392072796
47526,20573.8,44.897215949215195,0.0010771506556516595,0.0001547803049043355
47426,20557.45,45.9450486987538,0.0010685052287924927,0.0001558075307242402
47326,20542.0,43.5407854776636,0.0010672974041262093,0.00015548294759302217
47226,20525.85,43.28888425461595,0.0010671660774550162,0.00015768878626445685
47126,20508.0,44.379049111038874,0.0010647552501303638,0.00016106131942722902
47026,20493.0,43.325512114963416,0.0010587382319663186,0.0001677416368401442
46926,20477.05,43.790952262289835,0.0010570572193860555,0.00016702461648015644
46826,20459.8,45.35372090620732,0.001052766945178959,0.00016218174782676548
46726,20441.85,45.16334243633278,0.0010498458369929734,0.00016249675810660276
46626,20424.25,45.71856843778029,0.001048918864433496,0.00016116118394174549
46526,20407.25,44.69549753610536,0.0010402189093406656,0.0001546742656339631
46426,20390.95,44.97496525782738,0.0010368889277497723,0.00015458764918008702
46326,20375.25,44.56441966425594,0.0010377246070236517,0.00015676579594174666
46226,20358.15,43.754171229151765,0.001039329380118343,0.00016101954428126896
46126,20343.45,43.249826588724034,0.0010311254350186874,0.00016068270680846496
46026,20325.0,42.64621905852943,0.001029815073128443,0.00016091585931488954
45926,20307.6,44.54144137830769,0.001024978025513562,0.00015959067739353713
45826,20291.4,45.14908636880719,0.001021415444341747,0.000160328432969063
45726,20273.15,45.040287520596614,0.0010166240811432024,0.0001588116117131959
45626,20255.4,45.632663738972866,0.0010168494696112858,0.00016230761107791845
45526,20238.05,44.60210196869903,0.0010065263717430124,0.00015931385171966245
45426,20220.55,43.183880094616626,0.0010050085607634384,0.0001646212084215311
45326,20202.65,43.08976096431556,0.0009992666612697316,0.00016419946474620825
45226,20185.35,43.6798294418504,0.0009965207188388859,0.00016532509295378027
45126,20166.4,45.63923750390678,0.000987923970979534,0.00016268978831618874
45026,20148.15,44.956951630843605,0.0009847497983074276,0.00016000151287826362
44926,20131.65,44.348928960303994,0.0009796995834814805,0.00015873790228695405
44826,20115.5,44.81238668020437,0.0009762681020234467,0.00015821719988822202
44726,20098.2,43.941552089273145,0.0009729405501737504,0.00016033521094280468
44626,20081.5,44.82577383630808,0.0009706044512741001,0.00015290485374147263
44526,20065.5,45.32493794837277,0.0009674874794353353,0.00015086021081605935
44426,20048.0,46.25148646247036,0.0009616857015029921,0.00014580491563287275
44326,20031.35,46.06329884024048,0.0009593838850728809,0.00014430316470096316
44226,20013.35,45.650054764584205,0.0009565008159698555,0.00014736699151981857
44126,19995.8,45.95715395890377,0.0009555163509438224,0.00014757020056443217
44026,19978.05,46.093898728987405,0.0009482937070660385,0.00014238739841384345
43926,19958.7,47.49115707125508,0.0009495141757799903,0.0001433593861987092
43826,19939.4,48.05871408939372,0.0009468343970979818,0.0001468973139532738
43726,19922.3,49.269767607023155,0.0009445007118679338,0.00014863969387592048
43626,19903.2,49.71579225926729,0.0009356030380251572,0.00015194323474528094
43526,19885.8,50.211154139555745,0.0009365890729466786,0.00015063888470494597
43426,19868.1,52.0604456379453,0.0009338679018950893,0.00015170155779886785
43326,19851.1,51.780208574871736,0.0009320760561967593,0.00015044996366897574
43226,19831.8,52.947710054714804,0.0009285981565916688,0.00014808924071117344
43126,19812.7,54.35264482965427,0.0009214375247125698,0.00014675420505214212
43026,19794.85,54.458493369547625,0.0009164367489294457,0.00014184102680008816
42926,19777.1,53.41619604596959,0.0009112173398842357,0.00013915333254091114
42826,19756.85,55.72097899395971,0.0009075760984244098,0.0001354591703469584
42726,19737.45,56.23119685664585,0.0009046385522189136,0.00013561019755743722
42626,19717.4,54.92121630093214,0.0008995507335274414,0.00013135539302773318
42526,19697.9,54.246566711064865,0.000896113633546562,0.0001308147525989805
42426,19680.2,54.47072608293728,0.0008912484042626963,0.00012269803117498642
42326,19657.9,55.818366152530935,0.0008876605657698548,0.00012212437805392536
42226,19638.4,57.67443107577368,0.0008841695773490756,0.00012277843962800802
42126,19619.3,56.27885926404327,0.0008842497369785419,0.00012247589596367625
42026,19600.6,55.29231411389056,0.0008838930999879091,0.00012678354613857492
41926,19581.9,55.32259935970262,0.0008836941224864144,0.00012552274457701106
41826,19563.6,55.346544608215076,0.0008800310272089282,0.00012539316424617199
41726,19545.65,55.65902891669897,0.0008771931614542098,0.000120964930201047
41626,19526.3,55.73517740194451,0.000874390433618269,0.0001233335174174303
41526,19506.1,56.16840749126598,0.0008721577015857997,0.0001255020325501319
41426,19486.45,56.26675306067041,0.0008641949663949955,0.000122960422012487
41326,19469.5,55.90035778082142,0.0008598184931153648,0.000123599457748348
41226,19449.35,56.07965317358107,0.0008574643283558633,0.0001267074690929387
41126,19430.1,55.658692043968294,0.0008530408905890727,0.00013004730211500502
41026,19410.7,56.57923647397994,0.0008503740594182263,0.00012766413166893163
40926,19391.05,55.68794752940843,0.0008491912079652286,0.00012758768978567546
40826,19370.75,55.556165274539254,0.0008423323759593516,0.00012581847527297498
40726,19351.2,54.117095265420716,0.0008422045249180372,0.00012679370307592706
40626,19331.75,54.82779860596409,0.0008353769340140304,0.000129225428651532
40526,19313.25,54.444352324185104,0.0008332571437219152,0.0001344673591328143
40426,19292.9,53.763277428839174,0.0008330526566482064,0.00013386413967521644
40326,19273.15,52.41972434042447,0.0008306135666956073,0.0001364052899369687
40226,19251.95,52.33782093288165,0.0008301040030606109,0.00013277290228982515
40126,19231.5,50.5316732355864,0.0008269047984519358,0.00012612596519183137
40026,19211.25,51.51007183089383,0.0008215597246639857,0.0001296963473136975
39926,19190.65,51.96082659032602,0.0008171154883711348,0.0001302123389688381
39826,19170.35,51.00615159034467,0.0008096841028712954,0.00012727691572941098
39726,19149.5,50.210058753320745,0.0008074652014594447,0.00012640468676998918
39626,19128.45,49.25492361129698,0.0008039380415279636,0.00012591836286246768
39526,19108.15,48.30142337358361,0.0007969376877856527,0.00012445557809647508
39426,19086.9,48.86501816128025,0.0007946816955644615,0.00012364145930244142
39326,19065.8,47.51168277396945,0.0007924737480074733,0.00012295810445301874
39226,19046.55,47.372433967848295,0.0007914394975556682,0.00012381856525315945
39126,19026.25,45.04317373352014,0.0007886811658039218,0.0001240680285413983
39026,19004.7,46.23862022152546,0.0007881509588203211,0.0001247134448936633
38926,18981.8,48.89948875015184,0.0007880327265534558,0.00012642442450891452
38826,18960.2,51.71228093950818,0.0007822187048972527,0.0001233744800075965
38726,18940.35,52.47692350019482,0.0007749827916532341,0.00012740527278312742
38626,18918.15,51.46287496778558,0.0007734915707445723,0.00012793975554746168
38526,18896.15,52.32807563786245,0.0007691193395259368,0.00012454222445585017
38426,18875.4,51.46882551566388,0.0007662144315855658,0.00012283953171814916
38326,18853.9,51.2317284496435,0.0007593219559163199,0.0001199265504592692
38226,18831.35,51.120714979793654,0.0007587319961826456,0.00012104275415690267
38126,18810.1,52.22058980966359,0.0007503471020618476,0.00011751457278318655
38026,18788.25,52.094025569386,0.0007424445187424616,0.00011499957339893531
37926,18766.6,51.469796969147836,0.0007398961154700612,0.0001180671013597751
37826,18745.55,51.66572848635956,0.0007358577873177874,0.00011699812848084008
37726,18724.2,52.94582136421021,0.000734109551847002,0.00011492488694614688
37626,18702.15,52.56736154617321,0.00073389537516689,0.00011256227211000507
37526,18681.85,52.4731121629844,0.0007357793876388157,0.00011877883467326289
37426,18660.55,51.734393782570486,0.0007363814405124379,0.00011844956685540141
37326,18639.15,51.49783976026348,0.0007342908563244319,0.00011548162019270566
37226,18616.5,50.99656851177497,0.0007350655207092563,0.00011328212587423575
37126,18593.9,51.3448147329587,0.0007299169428657237,0.000111163269588597
37026,18571.9,51.138928419923026,0.0007294664501194435,0.00011144481365982208
36926,18549.75,50.71082231611077,0.0007271525451113392,0.00010985984829034711
36826,18528.6,50.36903810954764,0.0007254222970196249,0.00011217362306456168
36726,18506.25,50.080809697689176,0.0007214622135288862,0.00011400940066548566
36626,18484.4,49.20914549047004,0.0007148627996570738,0.00010852422903005067
36526,18460.5,48.80215159166815,0.000710098598007674,0.00011212774382988934
36426,18436.95,48.415364297031836,0.0007092989793971011,0.00011119422307288417
36326,18414.05,47.85444075542316,0.0007079616563629614,0.00011040094427553502
36226,18393.15,45.97529227642004,0.000702247640108494,0.0001067921881667842
36126,18369.35,45.646768780026704,0.0007034457656358294,0.00010302927421973018
36026,18346.85,47.44815591827884,0.0007027291471306942,0.00010542491629103195
35926,18324.45,45.707193087943416,0.0007014704500725681,0.0001019257969098065
35826,18299.5,44.629026428995736,0.0007000869793231599,0.00010388580353363217
35726,18275.8,44.41351145769026,0.000699673523607714,0.00010468996553564696
35626,18253.3,45.0767123915024,0.0006957543830093345,0.00010007212410236888
35526,18231.4,46.08296865421861,0.0006918880880411876,9.838604091274292e-05
35426,18207.15,47.396492485730754,0.0006867435170969936,0.00010484216290675591
35326,18184.35,45.65881623543757,0.0006798316670632196,0.00010176522199829727
35226,18160.35,47.125656494581584,0.0006748019714901577,9.756289143844038e-05
35126,18136.45,46.24551329565434,0.0006689687642266807,9.796531667337744e-05
35026,18112.95,46.74342199637141,0.0006669367075161456,9.946890192886465e-05
34926,18089.05,46.69740356848705,0.0006646177748079933,0.0001017382172777958
34826,18063.8,47.26690173923214,0.0006604678676960171,0.00010010788313241713
34726,18038.9,47.92796678322349,0.000656250194797359,0.00010098147936787874
34626,18016.45,47.04410164918172,0.0006555469506492091,0.0001029274091074815
34526,17989.9,46.324831353712796,0.0006537424981801428,0.00010263041617115321
34426,17966.05,46.201163405419834,0.0006555604203074583,0.00010131231163044837
34326,17942.2,45.36584618347573,0.0006583368314316106,0.00010352175981510061
34226,17917.25,44.25028248470464,0.0006570719198313079,0.00010393600711115817
34126,17893.4,43.143249760700336,0.0006539590182222593,0.00010345407590824603
34026,17868.1,43.569369975034725,0.0006523455397670013,0.00010186681197136856
33926,17842.8,44.062001770665695,0.0006486844107582502,9.960265276605773e-05
33826,17819.0,44.13162131651002,0.0006380236626285826,9.884454976285288e-05
33726,17794.2,43.03440484052896,0.0006359271947601068,9.869145305299713e-05
33626,17770.65,44.162512382405176,0.000631518064869433,9.602340479474122e-05
33526,17745.25,44.04074817684366,0.000625607738442908,9.680395877440114e-05
33426,17721.1,44.55210432858255,0.0006253368455541348,9.905657346038833e-05
33326,17698.05,43.717816734850665,0.0006197564918771495,9.725970771009552e-05
33226,17673.2,45.163702239635576,0.0006155826557259648,9.56791706620124e-05
33126,17649.35,45.138979829337956,0.000607330936964711,9.264962861902597e-05
33026,17621.8,43.090138083441644,0.000603551708320548,9.428331890466868e-05
32926,17597.5,44.039187094996194,0.0006027858393256493,9.210633344852461e-05
32826,17570.95,44.18084992381273,0.0006003043578935482,8.772581074262603e-05
32726,17543.95,43.28449491393772,0.0005951252947158168,8.28315041442718e-05
32626,17521.15,43.961659431122605,0.0005932265030687306,8.386665647419354e-05
32526,17495.55,43.63768440307057,0.0005919251422708439,8.397282866442742e-05
32426,17471.8,44.60000000029402,0.0005919597017895469,8.372893885611615e-05
32326,17444.15,45.15448482653669,0.0005894817403864997,8.342857515707751e-05
32226,17416.25,45.48392573232704,0.000585873697839911,8.213924232550619e-05
32126,17389.15,43.280798282400625,0.0005809704581335965,8.409486676702627e-05
32026,17360.75,40.86915095795167,0.0005802729182774694,8.646269848164385e-05
31926,17337.4,42.7321892718107,0.0005758384530646051,9.157543316677508e-05
31826,17311.2,43.4656185966617,0.0005723698859222312,9.008046985137241e-05
31726,17285.3,42.98150765185216,0.000571308886210347,9.192864950986564e-05
31626,17256.8,44.93617696300018,0.0005673446321741258,9.306765693440634e-05
31526,17229.35,42.69575505912902,0.0005667997830089845,9.233805060152085e-05
31426,17203.85,43.69585220642,0.0005635252525037957,9.414965784992225e-05
31326,17177.35,43.17554284543063,0.0005632431360042098,9.853561330729903e-05
31226,17148.9,44.7246017306119,0.0005616299945115762,9.656150917542723e-05
31126,17121.25,43.95210461427123,0.0005571514574409002,9.619008775309559e-05
31026,17094.7,43.70709324517909,0.0005558073307743856,9.882198305193343e-05
30926,17066.25,44.50828574559934,0.000555670514573528,9.952154717086641e-05
30826,17038.25,43.67593731079115,0.0005522569453263739,0.00010022594247991073
30726,17010.7,43.647565797124415,0.0005493838283454908,0.00010296277645722714
30626,16984.55,44.45050618413952,0.0005442959149234072,0.00010188950903636112
30526,16955.5,42.082656760096306,0.0005443671960720598,0.00010169174576563208
30426,16928.7,41.34138362481722,0.000545179880860644,9.964233890576172e-05
30326,16901.65,39.348792865673715,0.0005416619684929559,0.00010143749502833534
30226,16873.0,42.04521375866605,0.0005394918253930679,0.00010245442837646554
30126,16846.55,42.66318670748995,0.0005284168877194011,0.0001069808387834532
30026,16818.85,41.532246508816996,0.0005267668252584419,0.00010801497679899713
29926,16791.4,41.00536550182197,0.0005214249710965613,0.00010962215067477163
29826,16762.65,40.22098332912627,0.0005219212196391135,0.00010855271483556388
29726,16733.85,43.00845847134099,0.0005160945979443788,0.00010644424312914214
29626,16705.15,43.389255581745246,0.0005128226673642017,0.00010862680009256834
29526,16676.5,44.87705427039612,0.0005137490084143779,0.00010718235543741963
29426,16646.25,44.93314478213072,0.0005123868544333729,0.00010951998482997048
29326,16615.7,44.988998655120824,0.0005108798558778977,0.00010484705018229656
29226,16586.8,42.912236017692514,0.0005028091723802514,0.00010200852799455524
29126,16558.45,43.944823358144724,0.0005014256107997563,0.00010071819590470192
29026,16530.55,44.35817286631796,0.000499458451462629,0.00010114138581599548
28926,16497.9,43.30346406464055,0.0004982061635381669,0.00010142442553640011
28826,16465.15,44.33088652352728,0.0004975238298201865,0.00010582898994764852
28726,16434.25,46.74705873125968,0.0004941551813757094,0.0001082406744944426
28626,16404.65,47.636409394095324,0.00048697368421918947,0.0001062056470314784
28526,16373.25,46.095417342660426,0.00048651903821524107,0.00010396106190695095
28426,16343.85,46.60930701029285,0.0004861931610180783,0.00010695067408252099
28326,16314.9,46.9860617630124,0.00048192183856046874,0.0001031097912849785
28226,16284.45,48.191778344344826,0.0004765525958741316,0.00010435246780795018
28126,16254.05,49.88033179535101,0.00047453800504210073,0.00010258806087221234
28026,16225.75,50.29003380398506,0.0004748978804938719,0.00010048862359764506
27926,16195.3,50.66073430202395,0.0004669626670856587,0.00010093034792733676
27826,16164.95,51.25863341877796,0.0004632377867246888,0.00010151134302802794
27726,16133.45,52.29672551853186,0.0004599001628379618,0.00010423521404538627
27626,16102.1,52.424135662515724,0.0004592579872990077,0.00010556942769415011
27526,16071.15,52.65574517559899,0.00045681178120815004,0.00010242319768885139
27426,16040.7,54.102772572064204,0.00045343579818159344,0.00010257136373451978
27326,16008.5,54.32448803261712,0.00044559520969863185,0.00010533510970297733
27226,15975.7,54.85900108451177,0.0004407362768348044,0.00010849898545329132
27126,15942.65,54.37579884490395,0.00042759372628764253,0.00010238899532108295
27026,15908.15,53.00591948101097,0.00042455505258981436,0.00010539261347180008
26926,15876.6,52.632119470772736,0.0004232231565662025,0.0001071772145494296
26826,15846.45,53.259248023085185,0.0004194387212832401,0.00010597361093783634
26726,15817.1,52.75594753170313,0.0004151840131952714,0.0001009915138103203
26626,15784.95,53.33711184500546,0.0004152626125958932,0.00010095812119446957
26526,15752.05,53.72939139824893,0.0004108864409670336,9.771906169037032e-05
26426,15718.25,55.15602868227552,0.00041082586917809953,9.62736093042026e-05
26326,15685.75,56.07929653613782,0.0004103167802150769,9.617612696572374e-05
26226,15650.75,56.14523577289563,0.00040559515495930474,8.898965598692157e-05
26126,15618.4,56.17864362897751,0.00040422607271603907,8.914564037544344e-05
26026,15587.9,55.074404218271994,0.00040473699994532305,8.568222968923681e-05
25926,15556.1,55.64072249697783,0.00039812898703626715,8.45584215415911e-05
25826,15521.1,56.78107078951203,0.0003949417039050095,8.887380795496164e-05
25726,15485.25,57.32091677564134,0.00039668163090282577,8.735632459493952e-05
25626,15451.55,57.36242236883189,0.00038988526238359903,7.953886672099925e-05
25526,15415.15,59.39720111279132,0.00038841289628595776,8.031036982240203e-05
25426,15379.95,58.633160412573886,0.00038702629159670355,8.163897047343898e-05
25326,15344.45,57.5208440478627,0.0003845920283458472,8.12498361875908e-05
25226,15310.45,55.30956065616994,0.0003741030507599212,7.726917139946622e-05
25126,15276.15,53.48670395542707,0.0003715202795862705,7.823378910826004e-05
25026,15244.25,53.9507877606991,0.00036979026930306324,7.658395990740307e-05
24926,15210.55,53.706121625250745,0.00036673726912472544,7.938940191461003e-05
24826,15174.35,50.993406436378564,0.0003644952443957321,7.759403785486324e-05
24726,15139.2,49.70774587510987,0.00035854294633491527,7.809819185888374e-05
24626,15104.2,47.08779034941503,0.0003585837660585917,7.716423684907146e-05
24526,15067.6,49.063632152335956,0.0003507664474298273,7.660876519114997e-05
24426,15032.55,50.13529196129317,0.00035070711956168533,7.589346105148696e-05
24326,14998.5,51.68510423704338,0.0003520875901649028,7.912239919541454e-05
24226,14963.0,50.46979294576192,0.0003514719024622282,7.725730493601517e-05
24126,14930.45,50.64629798893995,0.00034302480380609773,7.462672591639737e-05
24026,14894.75,47.98320018494055,0.0003422945309609274,7.7315328111035e-05
23926,14855.55,48.660533289579,0.00033716902707937705,7.276530232857785e-05
23826,14820.85,49.8329960971192,0.0003307844116742114,7.270000421843352e-05
23726,14784.2,47.60105040841539,0.0003288498998911017,7.50312092710344e-05
23626,14745.6,49.40789410595937,0.00032179233675610076,7.44369144542401e-05
23526,14708.9,53.008395561604175,0.00032042012061077763,7.436413282534376e-05
23426,14668.95,53.831658900377775,0.0003145231656485982,7.405440824094737e-05
23326,14630.75,54.521440736704314,0.0003135504795268893,7.867990111624312e-05
23226,14594.05,55.65381837777374,0.0003104689847013825,7.980534496679155e-05
23126,14554.6,58.744701888745816,0.0003111536603015592,8.196122197473911e-05
23026,14516.4,56.11541677674165,0.00030615548376846486,7.975141825520607e-05
22926,14479.95,56.8106284066693,0.00030348276369219807,8.224954705627737e-05
22826,14438.9,54.72101972748221,0.0002997858616735953,8.724678509194371e-05
22726,14400.9,54.71919224547833,0.0002986952175136089,8.766213991218687e-05
22626,14363.1,54.986271013587874,0.00029247794561191795,8.328222040555018e-05
22526,14324.15,55.76941366010275,0.00028928202799141065,8.225131799743844e-05
22426,14283.7,54.53448450256646,0.00029023640825737233,8.159357154871636e-05
22326,14244.0,55.121683573762155,0.00028896247244554533,8.410964136783715e-05
22226,14204.9,55.91413059339738,0.000283152716370886,8.201188533284817e-05
22126,14165.7,52.784562136845864,0.00028496950247097785,8.431159640557484e-05
22026,14126.35,53.359418100197225,0.0002840829386015225,8.230364371578603e-05
21926,14084.15,53.43152159549208,0.0002823822802198728,8.23650784282603e-05
21826,14043.85,53.50726586150496,0.0002771433588589003,8.524554813885172e-05
21726,13999.45,54.1252944563307,0.0002763770915895478,8.500273279868681e-05
21626,13957.9,56.007053127187966,0.00027120254878788537,8.993261515427438e-05
21526,13919.65,58.569851459684756,0.00026558413158518814,8.919585686372444e-05
21426,13877.8,58.36145988605997,0.0002632411744161973,9.321588166976458e-05
21326,13838.0,58.59863479648584,0.00026151038496627935,8.883329234991552e-05
21226,13797.95,58.876544565645695,0.0002566372343303597,8.867913010137115e-05
21126,13757.6,58.84505076877523,0.0002541007854626121,8.496854667839905e-05
21026,13714.2,59.940470468494844,0.0002494863145310733,8.495413154237949e-05
20926,13671.0,61.43207631202091,0.0002459641620484507,8.32041693326396e-05
20826,13629.65,65.87584914061917,0.00024209742343843436,7.912975526435268e-05
20726,13586.85,62.10094604733308,0.0002404107302025895,8.320361056384369e-05
20626,13544.3,60.183137173300175,0.00023490161849358177,7.809391057917888e-05
20526,13498.4,59.98116371003098,0.00023433010855209032,7.825536287015455e-05
20426,13454.7,58.88047214456268,0.00023462826240319392,7.56123787919877e-05
20326,13409.7,57.77811004154239,0.00023225575162669432,7.417221485282383e-05
20226,13365.0,60.018330533163606,0.00023287790636433576,7.420046155023168e-05
20126,13322.3,57.83000951065445,0.00023269553324019903,7.432699569316215e-05
20026,13275.85,57.032687995496545,0.000229776374018698,7.150219145085236e-05
19926,13230.3,56.48194401787307,0.00022901376038834292,7.145220543881432e-05
19826,13187.0,58.63701902392311,0.00022915218660534442,7.1460481199433e-05
19726,13138.8,58.70570670764562,0.00023037360066731702,7.20580771374398e-05
19626,13092.65,57.34742801574851,0.0002256371688513757,6.966849727149068e-05
19526,13046.5,61.46421723241938,0.00021959997737655193,6.608591907852554e-05
19426,13003.2,60.097920097042156,0.00021433936677124708,6.754950740874916e-05
19326,12957.25,59.50871784868197,0.0002136680264360351,6.721605855644032e-05
19226,12912.0,60.00749953135825,0.00021338298841978571,7.083821447754827e-05
19126,12866.15,57.911376257359464,0.0002113096024638315,6.985333550329752e-05
